id	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
ADAM17	6	0.037289	0.0050961	0.043966	2390	4	-0.23122	0.86584	0.96543	1	17170	1	-0.23122
ADAM18	6	0.98287	0.90733	0.935063	19934	0	0.11138	0.17718	0.58174	1	6546	3	0.11138
ADAM19	6	0.14612	0.045059	0.170559	5439	2	-0.034084	0.48475	0.83888	1	12098	1	-0.034084
ADAM2	6	0.93915	0.75181	0.825472	18762	0	0.16908	0.091107	0.41868	1	4224	3	0.16908
ADAM20	6	0.5803	0.3378	0.516169	13336	2	-0.13212	0.95727	0.99452	1	19166	0	-0.13212
ADAM21	6	0.7289	0.44594	0.615048	14903	1	0.19107	0.0048879	0.062589	1	526	3	0.19107
ADAM22	6	0.10581	0.02681	0.124616	4459	3	-0.086384	0.20141	0.61951	1	7195	2	-0.086384
ADAM23	6	0.28283	0.12501	0.298336	8514	2	-0.0051906	0.63473	0.89944	1	13991	1	-0.0051906
ADAM28	6	0.064567	0.010058	0.06159	3364	3	-0.11785	0.4386	0.81143	1	11300	2	-0.11785
ADAM29	6	0.4439	0.21822	0.403261	11088	1	0.10367	0.087316	0.41312	1	4111	3	0.10367
ADAM30	6	0.99934	0.99238	0.995482	20469	0	0.30256	0.0050259	0.064476	1	539	3	0.30256
ADAM32	6	0.040987	0.0054419	0.044022	2522	3	-0.24842	0.96791	0.99626	1	19414	0	-0.24842
ADAM33	6	0.27252	0.11777	0.287484	8366	2	-0.10399	0.76237	0.92864	1	15475	1	-0.10399
ADAM7	6	0.9154	0.69211	0.784813	18150	0	0.082854	0.33448	0.74674	1	9691	2	0.082854
ADAM8	6	0.86174	0.58524	0.715254	16924	1	0.045247	0.33982	0.74996	1	9762	2	0.045247
ADAM9	6	0.90395	0.6665	0.768308	17879	0	0.023774	0.32041	0.73785	1	9490	2	0.023774
ADAMDEC1	6	0.17617	0.056771	0.187495	6116	3	-0.11147	0.79623	0.93864	1	15930	1	-0.11147
ADAMTS1	6	0.91401	0.69211	0.784813	18114	0	0.16051	0.044828	0.2914	1	2579	4	0.16051
ADAMTS10	6	0.50703	0.26341	0.444663	12101	2	0.14474	0.042071	0.26651	1	2445	3	0.14474
ADAMTS12	6	0.87681	0.61033	0.730269	17236	1	-0.021378	0.24316	0.68411	1	8267	1	-0.021378
ADAMTS13	6	0.61269	0.35343	0.522862	13753	1	0.018111	0.40557	0.78267	1	10785	2	0.018111
ADAMTS14	6	0.55551	0.31683	0.501604	12910	1	0.12022	0.14705	0.53399	1	5727	2	0.12022
ADAMTS15	6	0.29684	0.12851	0.301667	8755	2	0.1238	0.083116	0.40004	1	3978	3	0.1238
ADAMTS16	6	0.0074817	0.00044535	0.008138	1123	5	-0.25706	0.99848	0.99997	1	20339	0	-0.25706
ADAMTS17	6	0.22982	0.090482	0.250766	7365	2	0.095286	0.12367	0.49637	1	5095	3	0.095286
ADAMTS18	6	0.21506	0.081399	0.235779	7018	3	-0.27657	0.69285	0.91421	1	14627	1	-0.27657
ADAMTS19	6	0.49438	0.25145	0.433206	11903	1	0.091023	0.26107	0.6989	1	8548	2	0.091023
ADAMTS2	6	0.25803	0.10882	0.274691	8081	3	-0.11858	0.92828	0.98816	1	18502	0	-0.11858
ADAMTS20	6	0.69574	0.40342	0.571331	14528	1	0.14312	0.051574	0.3169	1	2871	2	0.14312
ADAMTS3	6	0.030727	0.0040183	0.038413	2139	4	-0.31479	0.36545	0.76209	1	10152	2	-0.31479
ADAMTS4	6	0.19861	0.075757	0.232265	6647	3	-0.13991	0.42209	0.79768	1	11028	1	-0.13991
ADAMTS5	6	0.25945	0.10944	0.274691	8119	2	0.12943	0.19026	0.60528	1	6892	3	0.12943
ADAMTS6	6	0.0264	0.0031811	0.03377	1946	3	-0.27619	0.86716	0.96641	1	17200	1	-0.27619
ADAMTS7	6	0.76638	0.47779	0.639564	15346	1	0.028939	0.0653	0.37527	1	3472	2	0.028939
ADAMTS8	6	0.18746	0.058383	0.189305	6396	1	0.2428	0.011317	0.12185	1	956	3	0.2428
ADAMTS9	6	0.24602	0.10335	0.27011	7763	3	0.068048	0.044765	0.2914	1	2575	3	0.068048
ADAMTSL1	6	0.8717	0.59981	0.723972	17127	1	0.095022	0.15202	0.54482	1	5851	3	0.095022
ADAMTSL2	6	0.066676	0.010305	0.062266	3433	3	-0.1737	0.7049	0.91699	1	14751	1	-0.1737
ADAMTSL3	6	0.81746	0.52284	0.670949	16107	1	-0.013059	0.1647	0.56502	1	6201	1	-0.013059
ADAMTSL4	6	0.22481	0.087951	0.249341	7245	3	-0.1338	0.5605	0.88534	1	13338	2	-0.1338
ADAMTSL5	6	0.75491	0.4725	0.637049	15205	1	0.1377	0.53186	0.8696	1	12866	2	0.1377
ADAP1	6	0.21875	0.081399	0.235779	7112	2	-0.0536	0.93508	0.98984	1	18642	0	-0.0536
ADAP2	6	0.93385	0.74222	0.821796	18617	0	0.043648	0.57835	0.88986	1	13501	1	0.043648
ADAR	6	0.1536	0.048897	0.17876	5607	2	-0.10249	0.45048	0.81942	1	11518	1	-0.10249
ADARB1	6	0.55909	0.3255	0.512245	12968	2	-0.080257	0.31719	0.73647	1	9442	2	-0.080257
ADARB2	6	0.077213	0.019268	0.10482	3783	2	0.067552	0.11459	0.47558	1	4860	3	0.067552
ADAT1	6	0.95133	0.78114	0.844485	19077	0	0.030109	0.55562	0.88322	1	13249	2	0.030109
ADAT2	6	0.050753	0.0069349	0.049424	2884	4	-0.23096	0.47129	0.83061	1	11872	1	-0.23096
ADAT3	6	0.25583	0.10732	0.27369	8010	3	-0.16281	0.089173	0.41525	1	4166	1	-0.16281
ADC	6	0.014432	0.0011533	0.015792	1509	4	-0.20199	0.96041	0.99482	1	19242	0	-0.20199
ADCK1	6	0.13387	0.03861	0.154193	5124	3	-0.13696	0.90378	0.97972	1	17992	0	-0.13696
ADCK2	6	0.036973	0.0049712	0.043229	2380	4	-0.2285	0.94706	0.99227	1	18921	0	-0.2285
ADCK3	6	0.52976	0.2904	0.476137	12470	2	-0.1235	0.89604	0.9778	1	17815	0	-0.1235
ADCK4	6	0.39052	0.1845	0.367907	10269	1	-0.010695	0.75601	0.9278	1	15403	1	-0.010695
ADCK5	6	0.049843	0.0065988	0.047775	2848	4	-0.16634	0.69153	0.91388	1	14618	1	-0.16634
ADCY1	6	0.36409	0.16543	0.342425	9843	1	-0.068722	0.59477	0.89188	1	13643	1	-0.068722
ADCY10	6	0.70301	0.41397	0.581906	14604	1	0.15623	0.011591	0.12222	1	974	2	0.15623
ADCY2	6	0.65864	0.37321	0.542739	14153	1	-0.051754	0.37082	0.76541	1	10232	2	-0.051754
ADCY3	6	0.11098	0.028285	0.12713	4590	3	-0.23145	0.96435	0.99559	1	19335	0	-0.23145
ADCY4	6	0.35568	0.16543	0.342425	9704	1	0.20495	0.0062865	0.079122	1	630	3	0.20495
ADCY5	6	0.0019434	6.87E-02	0.002169	647	4	-0.43922	0.18453	0.59097	1	6754	2	-0.43922
ADCY6	6	0.55628	0.31683	0.501604	12920	2	-0.050448	0.66673	0.90829	1	14324	1	-0.050448
ADCY7	6	0.24813	0.10336	0.27011	7814	2	-0.0089975	0.8684	0.96641	1	17230	1	-0.0089975
ADCY8	6	0.10572	0.02681	0.124616	4457	2	0.075334	0.88181	0.97112	1	17523	0	0.075334
ADCY9	6	0.93169	0.7344	0.816131	18569	0	0.10363	0.14652	0.53167	1	5715	3	0.10363
ADCYAP1	6	0.95781	0.79823	0.855166	19246	0	0.19986	0.086815	0.41312	1	4092	3	0.19986
ADCYAP1R1	6	0.78087	0.49106	0.649647	15550	1	0.23565	0.024232	0.18176	1	1610	3	0.23565
ADD1	6	0.9944	0.95917	0.971286	20284	0	0.1819	0.04657	0.29896	1	2655	4	0.1819
ADD2	6	0.92986	0.73035	0.812328	18529	0	0.055769	0.20373	0.62281	1	7256	3	0.055769
ADD3	6	0.32183	0.13999	0.315631	9158	2	-0.12412	0.96823	0.99626	1	19426	0	-0.12412
ADH1A	6	0.81229	0.52016	0.669893	16023	1	0.034892	0.077331	0.39401	1	3826	1	0.034892
ADH1B	6	0.89312	0.64164	0.751786	17621	0	-0.010032	0.61979	0.89633	1	13851	1	-0.010032
ADH4	6	0.98489	0.91605	0.941782	19992	0	0.11594	0.12268	0.49566	1	5074	3	0.11594
ADH5	6	0.062355	0.0094735	0.059868	3287	2	0.053033	0.52316	0.86426	1	12719	2	0.053033
ADH6	6	0.12098	0.033907	0.144821	4818	3	-0.061288	0.86806	0.96641	1	17222	1	-0.061288
ADH7	6	0.95337	0.78368	0.844566	19139	0	0.089317	0.30652	0.73251	1	9271	1	0.089317
ADHFE1	6	0.15994	0.050539	0.18063	5737	2	-0.056776	0.82531	0.94797	1	16395	1	-0.056776
ADI1	6	0.92681	0.72429	0.809013	18452	0	-0.0048464	0.14221	0.52584	1	5597	2	-0.0048464
ADIG	6	0.75793	0.4725	0.637049	15241	1	-0.082623	0.95988	0.99474	1	19229	0	-0.082623
ADIPOQ	6	0.80806	0.51761	0.66946	15957	1	0.02645	0.31945	0.73707	1	9476	2	0.02645
ADIPOR1	6	0.016844	0.0016949	0.022051	1585	3	-0.26844	0.73731	0.92345	1	15153	1	-0.26844
ADIPOR2	6	0.43932	0.21496	0.401292	11020	2	0.009202	0.85525	0.96062	1	16948	1	0.009202
ADIRF	6	0.88314	0.61829	0.734355	17399	1	0.037233	0.61602	0.896	1	13816	1	0.037233
ADK	6	0.71014	0.41929	0.587169	14686	1	0.32551	0.0068886	0.086981	1	665	3	0.32551
ADM	6	0.14595	0.045059	0.170559	5436	3	-0.11964	0.95773	0.99452	1	19178	0	-0.11964
ADM2	6	0.64086	0.36128	0.53065	13993	1	0.34032	0.1013	0.44923	1	4500	3	0.34032
ADM5	6	0.50703	0.26341	0.444663	12102	2	-0.11224	0.04778	0.3041	1	2700	2	-0.11224
ADNP	6	0.77035	0.48039	0.641655	15399	1	-0.014323	0.47311	0.83243	1	11903	2	-0.014323
ADNP2	6	0.47106	0.23944	0.423869	11532	2	0.21691	0.068195	0.37843	1	3568	3	0.21691
ADO	6	0.93216	0.73832	0.819248	18586	0	0.16788	0.029721	0.21123	1	1888	3	0.16788
ADORA1	6	0.51818	0.27083	0.452905	12272	1	0.14313	0.12018	0.48945	1	5015	3	0.14313
ADORA2A	6	0.99399	0.95524	0.968162	20272	0	0.24889	0.035905	0.24877	1	2163	3	0.24889
ADORA2B	6	0.92723	0.72429	0.809013	18468	0	0.22454	0.045682	0.29467	1	2609	4	0.22454
ADORA3	6	0.52027	0.27234	0.453854	12312	2	-0.084195	0.11905	0.48801	1	4984	1	-0.084195
ADPGK	6	0.38987	0.18328	0.367618	10254	1	0.10578	0.13801	0.51673	1	5485	3	0.10578
ADPRH	6	0.83537	0.54141	0.682742	16406	1	0.19746	0.43842	0.81143	1	11297	2	0.19746
ADPRHL1	6	0.47294	0.23944	0.423869	11560	2	-0.030917	0.23376	0.67297	1	8048	2	-0.030917
ADPRHL2	6	0.15269	0.048293	0.17852	5583	2	0.16966	0.048873	0.30603	1	2752	4	0.16966
ADPRM	6	0.52415	0.27998	0.463196	12371	1	0.1744	0.07423	0.38943	1	3731	3	0.1744
ADRA1A	6	0.3839	0.17504	0.353506	10148	2	-0.099837	0.23208	0.67042	1	8000	2	-0.099837
ADRA1B	6	0.51998	0.27234	0.453854	12303	2	-0.034296	0.27983	0.71305	1	8843	2	-0.034296
ADRA1D	6	0.33563	0.14638	0.323082	9375	2	0.053843	0.71704	0.91972	1	14897	1	0.053843
ADRA2A	6	0.48751	0.24685	0.428586	11787	2	0.033439	0.041251	0.26473	1	2407	1	0.033439
ADRA2B	6	0.69983	0.41397	0.581906	14573	1	0.015365	0.31213	0.73527	1	9366	2	0.015365
ADRA2C	6	0.46918	0.23944	0.423869	11494	1	0.0096487	0.10778	0.46353	1	4666	2	0.0096487
ADRB1	6	0.87277	0.60504	0.728866	17150	1	-0.0033604	0.0056091	0.070222	1	584	1	-0.0033604
ADRB2	6	0.069327	0.010981	0.064473	3547	3	-0.06453	0.85571	0.96097	1	16964	1	-0.06453
ADRB3	6	0.9377	0.7499	0.825472	18720	0	0.087691	0.33726	0.74748	1	9728	1	0.087691
ADRBK1	6	0.23158	0.090483	0.250766	7412	1	0.17308	0.052153	0.31857	1	2898	3	0.17308
ADRBK2	6	0.73776	0.46183	0.632667	15005	1	0.15072	0.20061	0.61951	1	7175	3	0.15072
ADRM1	6	0.030046	0.003797	0.037038	2105	2	-0.02201	0.10457	0.45781	1	4593	2	-0.02201
ADSL	6	0.0032044	0.00015167	0.003984	773	4	-0.32044	0.15212	0.54482	1	5855	1	-0.32044
ADSS	6	0.0202	0.0020773	0.025028	1712	3	-0.25581	0.99424	0.99975	1	20158	0	-0.25581
ADSSL1	6	0.30705	0.13511	0.311711	8921	2	0.044244	0.13961	0.51898	1	5534	3	0.044244
ADTRP	6	0.032548	0.0041292	0.038413	2215	4	-0.27418	0.94796	0.99249	1	18943	0	-0.27418
AEBP1	6	0.42578	0.20765	0.394653	10813	2	0.27948	0.024812	0.1863	1	1631	4	0.27948
AEBP2	6	0.93775	0.7499	0.825472	18722	0	0.1113	0.28717	0.71928	1	8951	2	0.1113
AEN	6	0.65553	0.36791	0.535872	14130	1	-0.029116	0.93445	0.98984	1	18630	0	-0.029116
AES	6	0.10545	0.02681	0.124616	4449	2	0.04812	0.81487	0.94655	1	16221	1	0.04812
AFAP1	6	0.81145	0.52016	0.669893	16009	1	0.20984	0.025143	0.18802	1	1649	4	0.20984
AFAP1L1	6	0.18543	0.057661	0.187614	6347	3	-0.18623	0.97456	0.9972	1	19574	0	-0.18623
AFAP1L2	6	0.22139	0.082731	0.238327	7172	3	-0.10531	0.18198	0.58744	1	6682	2	-0.10531
AFF1	6	0.61381	0.35343	0.522862	13765	1	0.16155	0.1482	0.53699	1	5751	2	0.16155
AFF2	6	0.38758	0.17975	0.36149	10227	1	-0.03267	0.95022	0.99273	1	19000	0	-0.03267
AFF3	6	0.38703	0.17566	0.354729	10219	2	0.047578	0.34936	0.75362	1	9910	2	0.047578
AFF4	6	0.42133	0.20699	0.393747	10757	1	0.28168	0.0015404	0.025944	1	250	4	0.28168
AFG3L2	6	0.037371	0.0050966	0.043966	2392	4	-0.32828	0.60364	0.89254	1	13714	1	-0.32828
AFM	6	0.46924	0.23944	0.423869	11500	2	0.035784	0.35828	0.76138	1	10048	2	0.035784
AFMID	6	0.33378	0.14638	0.323082	9330	2	0.015527	0.44008	0.81199	1	11329	2	0.015527
AFP	6	0.30642	0.1342	0.310179	8912	2	0.0036375	0.18899	0.5989	1	6868	2	0.0036375
AFTPH	6	0.030927	0.0040188	0.038413	2151	4	-0.24455	0.69214	0.91388	1	14622	1	-0.24455
AGA	6	0.24386	0.10277	0.27011	7702	2	-0.11711	0.90212	0.97925	1	17945	0	-0.11711
AGAP1	6	0.26303	0.11082	0.276897	8202	2	-0.17908	0.73506	0.92311	1	15128	1	-0.17908
AGAP11	6	0.072473	0.012221	0.069564	3656	3	-0.1898	0.21254	0.63889	1	7482	1	-0.1898
AGAP2	6	0.38024	0.17504	0.353506	10094	2	0.09934	0.35298	0.7568	1	9959	2	0.09934
AGAP3	6	0.51927	0.27234	0.453854	12290	2	-0.0074133	0.16077	0.56347	1	6089	3	-0.0074133
AGAP5	1	0.31054	0.15735	0.3407	8987	0	-0.21651	0.68946	0.84265	1	14598	0	-0.21651
AGAP6	4	0.76842	0.48027	0.641655	15374	0	0.010891	0.16594	0.4743	1	6235	2	0.010891
AGAP9	2	0.0038869	0.00014443	0.003844	839	2	"-10,739"	0.99611	0.99986	1	20222	0	"-10,739"
AGBL1	6	0.96582	0.83337	0.882095	19452	0	0.061443	0.8947	0.97729	1	17783	0	0.061443
AGBL2	6	0.92359	0.71591	0.80385	18364	0	0.020472	0.23622	0.6761	1	8119	2	0.020472
AGBL3	6	0.98453	0.91529	0.941332	19987	0	0.03831	0.82659	0.94867	1	16413	1	0.03831
AGBL4	6	0.96739	0.83748	0.88434	19499	0	0.097034	0.32834	0.74176	1	9609	2	0.097034
AGBL5	6	0.83207	0.53878	0.681646	16341	1	0.0082607	0.59389	0.89188	1	13629	1	0.0082607
AGER	6	0.8109	0.52016	0.669893	16000	1	-0.021946	0.63076	0.89837	1	13956	1	-0.021946
AGFG1	6	0.54157	0.30535	0.491931	12659	2	-0.12881	0.19742	0.61684	1	7084	2	-0.12881
AGFG2	6	0.20611	0.077158	0.233407	6815	2	0.039903	0.070615	0.38314	1	3639	3	0.039903
AGGF1	6	0.31979	0.13999	0.315631	9128	2	-0.14693	0.6848	0.91181	1	14546	1	-0.14693
AGK	6	0.045336	0.0060953	0.046472	2682	4	-0.21634	0.03734	0.24996	1	2223	2	-0.21634
AGL	6	0.83691	0.54403	0.683104	16437	1	0.1898	0.11732	0.4816	1	4935	3	0.1898
AGMAT	6	0.14829	0.045797	0.172367	5489	3	-0.15484	0.83757	0.95212	1	16602	1	-0.15484
AGMO	6	0.23422	0.094739	0.258006	7476	3	-0.098842	0.62805	0.89803	1	13929	1	-0.098842
AGO1	6	0.18103	0.056771	0.187495	6247	3	-0.2196	0.18812	0.5973	1	6847	1	-0.2196
AGO2	6	0.57318	0.33031	0.512245	13221	1	0.17258	0.18348	0.58935	1	6724	3	0.17258
AGO3	6	0.67165	0.38504	0.553129	14296	1	0.0057313	0.063811	0.36984	1	3428	1	0.0057313
AGO4	6	0.18469	0.057214	0.187495	6328	3	0.088568	0.00049449	0.011616	1	146	3	0.088568
AGPAT1	6	0.10239	0.02635	0.124393	4378	3	-0.034727	0.52123	0.86274	1	12681	2	-0.034727
AGPAT2	6	0.58662	0.34218	0.519232	13459	2	0.10314	0.46302	0.82486	1	11740	2	0.10314
AGPAT3	6	0.30727	0.13511	0.311711	8927	2	0.069704	0.50695	0.85415	1	12454	2	0.069704
AGPAT4	6	0.94258	0.75914	0.830147	18854	0	0.0066211	0.48384	0.83888	1	12081	1	0.0066211
AGPAT5	6	0.53811	0.30378	0.491931	12599	1	0.18176	0.0238	0.17875	1	1583	3	0.18176
AGPAT6	6	0.24687	0.10336	0.27011	7783	2	0.039138	0.21318	0.63947	1	7496	1	0.039138
AGPAT9	6	0.14566	0.045059	0.170559	5424	3	0.0018553	0.48829	0.84132	1	12155	2	0.0018553
AGPHD1	3	0.64377	0.37288	0.542301	14019	1	-0.049854	0.82442	0.93938	1	16382	0	-0.049854
AGPS	6	0.14822	0.045797	0.172367	5485	2	-0.02425	0.33649	0.74674	1	9722	2	-0.02425
AGR2	6	0.84219	0.55198	0.689224	16547	1	-0.02638	0.7643	0.92917	1	15503	1	-0.02638
AGR3	6	0.87977	0.61301	0.7319	17305	1	0.17548	0.078288	0.39601	1	3846	3	0.17548
AGRN	6	0.51271	0.26486	0.445173	12198	2	-0.14238	0.47469	0.83296	1	11925	1	-0.14238
AGRP	6	0.45363	0.22418	0.409385	11262	2	-0.059066	0.95545	0.99396	1	19136	0	-0.059066
AGT	6	0.24141	0.10208	0.27011	7652	2	-0.11816	0.40547	0.78267	1	10783	2	-0.11816
AGTPBP1	6	0.13754	0.043456	0.168751	5210	2	0.091119	0.27611	0.71305	1	8768	1	0.091119
AGTR1	6	0.27567	0.11859	0.288714	8416	2	-0.0121	0.11176	0.47131	1	4780	2	-0.0121
AGTR2	6	0.17724	0.056771	0.187495	6141	3	-0.078748	0.48665	0.84017	1	12136	2	-0.078748
AGTRAP	6	0.87869	0.61033	0.730269	17274	1	0.31537	0.0028297	0.039271	1	364	4	0.31537
AGXT	6	0.5383	0.30378	0.491931	12604	2	-0.074934	0.30331	0.72861	1	9217	2	-0.074934
AGXT2	6	0.80382	0.51761	0.66946	15897	1	0.099694	0.036039	0.24877	1	2168	3	0.099694
AGXT2L1	5	0.20489	0.079709	0.235779	6785	1	0.25407	0.020397	0.15456	1	1440	3	0.25407
AGXT2L2	1	0.65047	0.4901	0.649647	14078	0	0.11264	0.34953	0.5099	1	9916	0	0.11264
AHCTF1	6	0.018073	0.0020011	0.024796	1628	4	-0.37677	0.75419	0.92713	1	15373	1	-0.37677
AHCY	6	2.24E-05	2.41E-03	3.2e-05	8	6	-0.81987	1	1	1	20529	0	-0.81987
AHCYL1	6	0.91758	0.69435	0.786959	18207	0	0.64335	9.70E-01	0.0024727	0.659316	76	4	0.64335
AHCYL2	6	0.5845	0.34079	0.519159	13425	1	-0.042762	0.88041	0.97048	1	17494	0	-0.042762
AHDC1	6	0.77618	0.48572	0.645081	15486	1	0.10073	0.17045	0.57044	1	6372	2	0.10073
AHI1	6	0.47984	0.24229	0.425315	11673	2	-0.097349	0.30083	0.72645	1	9182	1	-0.097349
AHNAK	6	0.87968	0.61301	0.7319	17303	1	-0.036812	0.64652	0.9018	1	14111	1	-0.036812
AHNAK2	6	0.9154	0.69211	0.784813	18149	0	0.06576	0.5907	0.89154	1	13606	1	0.06576
AHR	6	0.07786	0.019645	0.105176	3799	3	-0.31614	0.97221	0.99673	1	19516	0	-0.31614
AHRR	6	0.48909	0.24685	0.428586	11814	2	-0.10175	0.71005	0.91837	1	14804	1	-0.10175
AHSA1	6	0.67427	0.38765	0.555868	14323	1	0.20065	0.048245	0.3041	1	2722	3	0.20065
AHSA2	6	0.44789	0.2196	0.404427	11159	1	0.29117	0.20643	0.63	1	7330	3	0.29117
AHSG	6	0.93775	0.7499	0.825472	18721	0	-0.065713	0.79996	0.9393	1	15987	1	-0.065713
AHSP	6	0.54986	0.31124	0.494851	12799	2	-0.16436	0.10717	0.46353	1	4651	2	-0.16436
AICDA	6	0.87633	0.61033	0.730269	17227	1	0.015733	0.27765	0.71305	1	8798	1	0.015733
AIDA	6	0.351	0.16186	0.342425	9628	2	0.075136	0.30189	0.72803	1	9194	1	0.075136
AIF1	6	0.92565	0.7201	0.806527	18422	0	0.13625	0.23989	0.6825	1	8224	3	0.13625
AIF1L	6	0.99939	0.99311	0.995989	20471	0	0.24005	0.00061057	0.014119	1	163	6	0.24005
AIFM1	6	0.00066481	1.62E-01	0.000709	457	6	-0.6168	0.9992	0.99999	1	20400	0	-0.6168
AIFM2	6	0.53866	0.30535	0.491931	12612	2	0.099768	0.21484	0.64159	1	7547	3	0.099768
AIFM3	6	0.22575	0.087951	0.249341	7271	3	-0.12465	0.57636	0.88952	1	13479	1	-0.12465
AIG1	6	0.27818	0.12024	0.291191	8456	2	-0.1113	0.28673	0.71815	1	8945	1	-0.1113
AIM1	6	0.9441	0.76279	0.832403	18886	0	0.070742	0.94064	0.99121	1	18754	0	0.070742
AIM2	6	0.54374	0.30535	0.491931	12698	2	0.020657	0.12676	0.50166	1	5192	3	0.020657
AIMP1	6	0.1851	0.057214	0.187495	6339	2	-0.073827	0.32385	0.73845	1	9542	2	-0.073827
AIMP2	6	0.71642	0.42989	0.59806	14752	1	0.055667	0.16753	0.56661	1	6277	3	0.055667
AIP	6	0.0078718	0.00045066	0.008138	1141	4	-0.3616	0.99176	0.99943	1	20038	0	-0.3616
AIPL1	6	0.74829	0.4725	0.637049	15130	1	0.061043	0.72525	0.92108	1	14998	1	0.061043
AIRE	6	0.52847	0.2904	0.476137	12448	2	-0.14451	0.95856	0.99452	1	19200	0	-0.14451
AJAP1	6	0.19017	0.063271	0.202372	6463	2	-0.1423	0.99355	0.99971	1	20119	0	-0.1423
AJUBA	6	0.40712	0.20034	0.390979	10522	2	-0.026395	0.015107	0.13641	1	1163	2	-0.026395
AK1	6	0.044896	0.0060269	0.046472	2670	3	-0.15417	0.99371	0.99972	1	20133	0	-0.15417
AK2	6	0.93973	0.75181	0.825472	18776	0	0.12061	0.072407	0.38811	1	3685	3	0.12061
AK3	6	0.21374	0.081399	0.235779	6989	2	0.02484	0.094826	0.42798	1	4318	2	0.02484
AK4	6	0.53167	0.29339	0.478214	12499	1	0.28067	0.005882	0.073006	1	604	3	0.28067
AK5	6	0.92792	0.72633	0.810814	18480	0	0.22276	0.098091	0.44163	1	4408	3	0.22276
AK6	6	2.57E-01	7.23E-03	7.9e-05	156	6	-0.84667	0.99997	1	1	20493	0	-0.84667
AK7	6	0.99484	0.96081	0.972077	20300	0	0.26835	0.063436	0.3688	1	3413	4	0.26835
AK8	6	0.71923	0.42989	0.59806	14790	1	-0.0073947	0.038716	0.25753	1	2292	2	-0.0073947
AK9	6	0.92045	0.7032	0.793313	18282	0	0.14026	0.19796	0.6174	1	7097	3	0.14026
AKAP1	6	0.39215	0.1845	0.367907	10292	2	-0.053525	0.69065	0.91388	1	14614	1	-0.053525
AKAP10	6	0.15412	0.048897	0.17876	5619	1	-0.060978	0.87024	0.96675	1	17269	1	-0.060978
AKAP11	6	0.009302	0.00066526	0.011086	1247	4	-0.28943	0.67116	0.91041	1	14372	1	-0.28943
AKAP12	6	0.92322	0.71382	0.801943	18357	0	0.21008	0.029389	0.20934	1	1869	4	0.21008
AKAP13	6	0.34747	0.16057	0.342425	9578	2	-0.12006	0.32291	0.73785	1	9528	1	-0.12006
AKAP14	6	0.13526	0.03861	0.154193	5155	3	-0.1175	0.72052	0.91972	1	14942	1	-0.1175
AKAP2	6	0.79584	0.50165	0.656224	15764	1	0.003741	0.90504	0.98027	1	18016	0	0.003741
AKAP3	6	0.47582	0.24229	0.425315	11612	1	0.010655	0.74684	0.92646	1	15276	1	0.010655
AKAP4	6	0.29168	0.12671	0.298336	8670	2	-0.11871	0.97049	0.99644	1	19476	0	-0.11871
AKAP5	6	0.15598	0.049523	0.1805	5660	1	0.094316	0.046381	0.29811	1	2645	3	0.094316
AKAP6	6	0.27661	0.11859	0.288714	8435	1	0.2442	0.0061333	0.076755	1	618	5	0.2442
AKAP7	6	0.11411	0.03331	0.144821	4660	3	-0.14588	0.34212	0.7511	1	9799	2	-0.14588
AKAP8	6	0.24962	0.10401	0.271273	7854	2	-0.049383	0.31585	0.73647	1	9421	2	-0.049383
AKAP8L	6	0.87591	0.60901	0.730269	17217	1	0.17733	0.046389	0.29811	1	2646	4	0.17733
AKAP9	6	0.79783	0.50431	0.658525	15802	1	-0.17233	0.73909	0.92379	1	15177	1	-0.17233
AKIP1	6	0.14139	0.043809	0.168751	5313	2	-0.13586	0.84899	0.95788	1	16823	1	-0.13586
AKIRIN1	6	0.014925	0.0012261	0.016671	1528	4	-0.46535	0.97416	0.99716	1	19559	0	-0.46535
AKIRIN2	6	0.097167	0.024758	0.120142	4251	3	-0.16608	0.4154	0.79211	1	10926	2	-0.16608
AKNA	6	0.65542	0.3666	0.534223	14129	1	-0.077796	0.93445	0.98984	1	18629	0	-0.077796
AKNAD1	6	0.87434	0.60769	0.729575	17185	1	0.3221	0.02508	0.18748	1	1645	3	0.3221
AKR1A1	6	0.23302	0.094739	0.258006	7442	2	-0.021233	0.83378	0.95109	1	16524	1	-0.021233
AKR1B1	6	0.029406	0.0035515	0.035551	2072	4	-0.17271	0.93716	0.99009	1	18682	0	-0.17271
AKR1B10	6	0.38912	0.18328	0.367618	10249	2	-0.025016	0.27896	0.71305	1	8826	1	-0.025016
AKR1B15	6	0.2087	0.078599	0.235779	6870	3	-0.1077	0.4499	0.81942	1	11513	2	-0.1077
AKR1C1	5	0.47052	0.25522	0.438244	11520	2	0.17447	0.020291	0.15395	1	1433	3	0.17447
AKR1C2	5	0.88748	0.65813	0.76408	17491	0	0.30064	0.029867	0.20902	1	1894	3	0.30064
AKR1C3	6	0.51342	0.26486	0.445173	12205	2	-0.10848	0.37647	0.76737	1	10344	2	-0.10848
AKR1C4	6	0.32203	0.13999	0.315631	9162	2	0.026082	0.73108	0.92176	1	15073	1	0.026082
